blind_review_id,current_label,loop106_focus_bucket,loop106_focus_reasons,review_tags,content_evidence_fields,source_size_bytes,file_entropy,pe_parse_status,pe_number_of_sections,pe_section_names,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_size,overlay_size,overlay_entropy,overlay_after_security_size,overlay_after_security_entropy,duplicate_manifest_sha_group,manifest_duplicate_group_size,objective_issue_count,objective_issue_flags
blind-00049,0,benign_label_content_review,overlay_present|high_overlay_entropy|many_sections|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,35126872,6.812698,ok,9,code|data|bss|.idata|.edata|.tls|.rdata|.reloc|.rsrc,true,20654,true,28149137,true,23128,23128,7.630191,0,,false,,0,
blind-01167,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,82976,7.440762,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,3528,true,20880,46112,7.914598,0,,false,,0,
blind-00657,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,258948,7.176531,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,180,true,183592,true,5488,43908,7.996095,0,,false,,0,
blind-00172,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,96024,7.215543,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,180,true,18224,true,11976,43800,7.963678,0,,false,,0,
blind-00892,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,689952,6.730521,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,9224,false,0,6944,7.405467,6944,7.405467,false,,0,
blind-01345,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1293496,4.625357,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,478768,false,0,6840,7.448603,6840,7.448603,false,,0,
blind-00389,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2826904,6.158685,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,1913792,false,0,6808,7.444541,6808,7.444541,false,,0,
blind-00434,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,518232,6.760352,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,9156,false,0,6744,7.446137,6744,7.446137,false,,0,
blind-01567,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1044040,6.513716,ok,5,.text|.data|.rsrc|.enigma1|.enigma2,true,5180,true,631856,false,0,6728,7.338189,6728,7.338189,false,,0,
blind-00592,0,benign_label_content_review,overlay_present|high_overlay_entropy|many_sections|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,15205784,6.742301,ok,11,.text|.itext|.data|.bss|.idata|.didata|.edata|.tls|.rdata|.reloc|.rsrc,true,20076,true,4950528,true,7576,7576,7.471565,0,,false,,0,
blind-01412,0,benign_label_content_review,overlay_present|high_overlay_entropy|many_sections|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,16115608,6.792036,ok,11,.text|.itext|.data|.bss|.idata|.didata|.edata|.tls|.rdata|.reloc|.rsrc,true,22858,true,5363100,true,7576,7576,7.471124,0,,false,,0,
blind-00331,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,81504,6.213480,ok,4,.text|.rdata|.data|.rsrc,true,220,true,14096,false,0,6240,7.404011,6240,7.404011,false,,0,
blind-00859,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,490592,6.656677,ok,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,true,5180,true,19412,false,0,6240,7.394573,6240,7.394573,false,,0,
blind-01769,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1099376,7.829223,ok,10,.text|.data|.rdata|.pdata|.xdata|.bss|.idata|.tls|.rsrc|.reloc,true,5580,true,552,true,12912,12912,7.429100,0,,false,,0,
blind-00916,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1547000,6.530543,ok,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,true,5180,true,125208,false,0,5368,7.336302,5368,7.336302,false,,0,
blind-00453,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,177776,7.150417,ok,2,.text|.rsrc,false,0,true,153320,true,21104,21104,7.638060,0,,false,,0,
blind-01548,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,5638464,7.999548,ok,6,.text|.itext|.rdata|.data|.rsrc|.reloc,false,0,true,18512,true,20800,20800,7.654328,0,,false,,0,
blind-00530,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1980040,7.589569,ok,2,.text|.rsrc,false,0,true,119028,true,19592,19592,7.495606,0,,false,,0,
blind-00059,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2546992,7.438258,ok,8,.text|.data|.rdata|.eh_fram|.bss|.idata|.crt|.tls,true,3024,false,0,true,18736,18736,7.431862,0,,false,,0,
blind-01110,0,benign_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|high_post_security_overlay_entropy|benign_label_malware_like_static_shape,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,108449,6.059173,ok,5,.text|.rdata|.data|.ndata|.rsrc,true,160,true,70120,false,0,4513,7.956083,4513,7.956083,false,,0,
blind-01684,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|many_sections|has_security_directory,has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1852608,7.954764,ok,9,data0|data1|data2|data3|data4|.text|.data|.idata|.reloc,true,400,false,0,true,11456,11456,7.640892,0,,false,,0,
blind-01417,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,4266288,7.705841,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,440,true,2611368,true,15664,15664,7.336294,0,,false,,0,
blind-01460,0,benign_label_content_review,overlay_present|high_overlay_entropy|many_sections|has_security_directory|large_resource_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,19319912,6.905146,ok,8,code|data|bss|.idata|.tls|.rdata|.reloc|.rsrc,true,32176,true,6096384,true,10344,10344,7.635599,0,,false,,0,
blind-01120,0,benign_label_content_review,overlay_present|high_overlay_entropy|many_sections|has_security_directory|benign_label_malware_like_static_shape,has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,6498616,6.863871,ok,14,.text|.rdata|.data|/4|/19|/32|/46|/63|/80|/99|/112|/124|.idata|.symtab,true,786,false,0,true,20792,20792,7.656485,0,,false,,0,
blind-00208,1,malicious_label_content_review,overlay_present|high_overlay_entropy|post_security_overlay_present|many_sections|has_security_directory|security_directory_with_extra_overlay,has_resource_directory|has_security_directory|overlay_present|overlay_after_security_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,786573,6.359573,ok,8,.text|.rdata|.data|.pdata|.gxfg|.gehcont|.rsrc|.reloc,true,220,true,58976,true,28808,28813,7.633317,5,0.000000,false,,0,
blind-01473,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1551312,7.741819,ok,3,upx0|upx1|.rsrc,true,696,true,122684,true,13264,13264,7.641826,0,,false,,0,
blind-00327,0,benign_label_content_review,overlay_present|high_overlay_entropy|many_sections|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,3222504,6.438347,ok,11,.text|.itext|.data|.bss|.idata|.didata|.edata|.tls|.rdata|.reloc|.rsrc,true,19796,true,670696,true,60392,60392,7.791306,0,,false,,0,
blind-00361,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,50253984,7.717520,ok,2,.text|.rsrc,false,0,true,161836,true,11936,11936,7.651354,0,,false,,0,
blind-00494,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1569976,7.118234,ok,3,.text|.rsrc|.reloc,true,79,true,134868,true,11448,11448,7.647718,0,,false,,0,
blind-01230,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,967800,7.949112,ok,3,upx0|upx1|.rsrc,true,840,true,40348,true,10872,10872,7.380450,0,,false,,0,
blind-00161,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,1777144,7.038406,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,160,true,176156,true,10744,10744,7.630875,0,,false,,0,
blind-00274,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,8510296,7.761744,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,180,true,8262048,true,10584,10584,7.657479,0,,false,,0,
blind-01215,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,301664,7.902688,ok,3,upx0|upx1|.rsrc,true,708,true,4380,true,10336,10336,7.661135,0,,false,,0,
blind-01564,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2411576,7.280750,ok,2,.text|.rsrc,false,0,true,100708,true,10296,10296,7.498514,0,,false,,0,
blind-01736,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,4542912,7.731831,ok,5,.text|.rdata|.data|.rsrc|.reloc,true,300,true,3986764,true,10176,10176,7.489184,0,,false,,0,
blind-01119,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,2957512,7.985944,ok,5,.text|.data|.idata|.rsrc|.reloc,true,180,true,2909412,true,9928,9928,7.330561,0,,false,,0,
blind-00616,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,9922664,7.029834,ok,6,.text|.rdata|.data|_rdata|.rsrc|.reloc,true,400,true,1445024,true,6504,9832,7.297380,0,,false,,0,
blind-00703,1,malicious_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|large_resource_directory,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,3206144,7.899672,ok,5,.orpc|.text|.data|.rsrc|.reloc,true,300,true,3121816,true,9728,9728,7.530669,0,,false,,0,
blind-00988,0,benign_label_content_review,overlay_present|high_overlay_entropy|high_file_entropy|has_security_directory|benign_label_malware_like_static_shape,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,681360,7.555622,ok,3,upx0|upx1|.rsrc,true,320,true,116616,true,9616,9616,7.568103,0,,false,,0,
